employee_id,first_name,last_name,email,phone,department,title,hire_date,salary,manager_id,office_location,status,performance_rating,years_at_company
f18f94cc-90ee-4c66-bf56-2bc5e23c2c2b,Courtney,Nelson,courtney.nelson@insighthub-internal.com,+1-620-716-9398x17425,Engineering,Engineering Manager,2019-12-13,167000,f4aea251-4ec2-4fb3-b7eb-3b44ff459319,New York,Active,4,6.5
ab7ed64a-6b0e-4f9f-88dc-edc7347d18f5,Stephen,Chaney,stephen.chaney@insighthub-internal.com,559.752.1663x59970,Customer Support,Support Team Lead,2025-08-08,57000,22e8d4b7-bb2e-4be6-8055-0ff62cc29846,Seattle,Active,4,0.8
60fed622-0bd2-420c-ab3b-6ea9fefeb9ff,Anita,Hull,anita.hull@insighthub-internal.com,4536862044,Sales,Sales Representative,2014-07-29,94000,dc2f5647-ae43-42bc-a22e-2e6616dd9cb9,Boston,On Leave,3,11.8
94c0325d-8251-442c-aac6-b41785e12652,Tiffany,Mclean,tiffany.mclean@insighthub-internal.com,+1-977-802-6611x7980,Engineering,Senior Software Engineer,2019-04-11,126000,1f21ede9-db19-40b8-a081-b53b07a3b63b,Seattle,Active,5,7.1
361ac77a-0947-4659-8820-a53dc4f2c419,Curtis,Hale,curtis.hale@insighthub-internal.com,001-578-528-1260x89613,Finance,Controller,2021-12-19,94000,7c96b3bd-730a-4a9e-b546-b95ec3ceee3e,Boston,Active,3,4.5
b14945e1-8ad9-4140-a22d-c6c146c8a9a3,Megan,Robinson,megan.robinson@insighthub-internal.com,+1-435-921-9103,Finance,Controller,2017-11-27,113000,22e8d4b7-bb2e-4be6-8055-0ff62cc29846,Boston,Active,5,8.5
18ebb4a5-eeab-4008-a9c8-8d1317403cbe,Casey,Benjamin,casey.benjamin@insighthub-internal.com,(668)263-4716,Marketing,Content Strategist,2015-08-26,104000,61d04f7d-1ee6-4d83-a323-f2d1805e2523,Seattle,Active,3,10.8
d737e07b-70ca-4b80-9d55-9aa4d4f6d1c4,Lucas,Garza,lucas.garza@insighthub-internal.com,001-512-218-0685x6604,Engineering,Engineering Manager,2016-10-07,94000,14a42899-a35f-4e8a-8019-63a30e074822,Atlanta,Active,5,9.7
510a93a4-fd2e-49ca-894e-5368bc20ba34,Elizabeth,Gomez,elizabeth.gomez@insighthub-internal.com,001-387-268-0165x5374,Customer Support,Support Team Lead,2019-03-10,74000,270df86f-c8a9-4dc6-aee5-172628a42d58,San Francisco,Active,1,7.2
c3c9a1a8-5403-4566-ba8f-aea9bc56b94c,Heather,Robinson,heather.robinson@insighthub-internal.com,433.872.3780,Sales,Account Executive,2018-06-28,73000,61d04f7d-1ee6-4d83-a323-f2d1805e2523,Austin,Active,5,7.9
e07ec0ec-8511-43a2-b3e0-2650183cc672,Nicole,Garza,nicole.garza@insighthub-internal.com,+1-523-948-1548x74390,Engineering,Software Engineer,2023-03-20,166000,909edffb-a072-4476-b02a-0beac6ebf5fa,Atlanta,Active,2,3.2
e81bb015-789e-4b04-bd7d-dab6a9ccb6ca,Melissa,Ramirez,melissa.ramirez@insighthub-internal.com,(416)401-5295x09961,HR,HR Coordinator,2020-05-28,79000,dc2f5647-ae43-42bc-a22e-2e6616dd9cb9,Seattle,Active,3,6.0
ecb7eb9c-84d2-417f-80bb-e6b2a6c7e174,Jennifer,Hendricks,jennifer.hendricks@insighthub-internal.com,+1-534-738-5497x0425,Engineering,Senior Software Engineer,2023-08-02,100000,2754173a-63e9-42e2-b8a0-34eb11fac013,San Francisco,Terminated,3,2.8
3f919bd6-15df-4ba5-9a49-4ff11aafba86,Kenneth,Ortega,kenneth.ortega@insighthub-internal.com,(951)886-7226x6645,Engineering,Engineering Manager,2025-02-11,153000,a272a08e-8815-4ef7-8c46-60003b0a0272,Chicago,Active,4,1.3
d92c0130-fa99-4231-9c7b-69ca8c26d427,Derrick,Thompson,derrick.thompson@insighthub-internal.com,459-826-7940,HR,HR Business Partner,2024-11-28,85000,14a42899-a35f-4e8a-8019-63a30e074822,Boston,Active,4,1.5
437ede1e-4efd-4da8-b88a-8e197934a226,Joshua,Garcia,joshua.garcia@insighthub-internal.com,+1-861-442-6465,Engineering,Software Engineer,2015-09-25,171000,935783ee-4a8f-4469-a2ee-4c6bb9d66c9c,New York,Active,4,10.7
45a7bf67-6881-4df7-a1f6-a61d341f39cd,Christopher,Ortiz,christopher.ortiz@insighthub-internal.com,876-612-4472,Engineering,Software Engineer,2020-09-24,114000,14a42899-a35f-4e8a-8019-63a30e074822,Chicago,Active,3,5.7
76fe8f57-5bbb-4e32-8953-ca6f2a167be5,William,Miller,william.miller@insighthub-internal.com,404.444.4665x5969,Sales,Sales Manager,2025-01-03,99000,61d04f7d-1ee6-4d83-a323-f2d1805e2523,Boston,Active,4,1.4
39b6b6b9-c88d-445a-8701-1d36dc2d9b3b,Michael,Smith,michael.smith@insighthub-internal.com,784.654.4411,Engineering,Software Engineer,2015-05-20,160000,9d6bfac9-163c-4765-89b1-d20ce65da408,San Francisco,Active,4,11.0
2adb37ef-0642-4a25-8a18-bdd322d5b279,Katherine,Alexander,katherine.alexander@insighthub-internal.com,532.990.2204x927,Customer Support,Support Specialist,2014-12-03,72000,9d6bfac9-163c-4765-89b1-d20ce65da408,Seattle,Terminated,4,11.5
8c1b0052-fc53-46b2-ab74-61d1426ec458,Jennifer,Monroe,jennifer.monroe@insighthub-internal.com,001-703-681-8379x003,Customer Support,Support Specialist,2020-08-24,60000,a3c18000-6f5c-4c35-94f0-b7d07c31c103,Atlanta,Active,5,5.8
9d1a275f-cdb3-46ca-a754-23630a61e388,Kevin,Kent,kevin.kent@insighthub-internal.com,+1-420-624-9272,Sales,Sales Representative,2020-12-28,82000,270df86f-c8a9-4dc6-aee5-172628a42d58,New York,On Leave,3,5.4
361e2e55-3308-4592-ab2b-8d459275b0c5,Alejandro,Guerra,alejandro.guerra@insighthub-internal.com,001-918-868-4002,Customer Support,Support Specialist,2021-08-08,74000,a3c18000-6f5c-4c35-94f0-b7d07c31c103,New York,Active,4,4.8
de2a5788-286a-4e92-a5fb-237ce5380111,Jose,Hunt,jose.hunt@insighthub-internal.com,358-488-7884,Customer Support,Senior Support Specialist,2015-12-04,42000,7c96b3bd-730a-4a9e-b546-b95ec3ceee3e,Austin,Active,2,10.5
1442c8ec-a4f4-44fa-be45-4451d5c02973,Robin,Lewis,robin.lewis@insighthub-internal.com,307.927.6562,Sales,Sales Representative,2016-12-10,89000,7c96b3bd-730a-4a9e-b546-b95ec3ceee3e,Atlanta,Active,4,9.5
65ade05f-e1f8-4df2-b561-626e45eef6af,Cassandra,Smith,cassandra.smith@insighthub-internal.com,7303114117,Engineering,Senior Software Engineer,2025-10-03,166000,f85f50eb-aa6e-4c4d-818e-62450aa9916d,New York,Active,2,0.7
3615fad0-10c7-4f04-9879-326e8d27a1a8,Denise,Graves,denise.graves@insighthub-internal.com,469.930.0707x6521,Customer Support,Support Team Lead,2017-02-23,61000,e9d1dc6b-b16e-4b5f-bc71-608e46901d43,San Francisco,Active,1,9.3
121f69f7-388d-47ad-b88d-4a8c3968c82c,David,Baker,david.baker@insighthub-internal.com,(899)559-2114,Finance,Senior Financial Analyst,2020-03-31,80000,f85f50eb-aa6e-4c4d-818e-62450aa9916d,Austin,Terminated,2,6.2
83a0b82d-d576-41d2-af8d-6ec2de273f1f,Lisa,Garcia,lisa.garcia@insighthub-internal.com,001-932-731-4529,Marketing,Marketing Director,2017-01-30,115000,dc2f5647-ae43-42bc-a22e-2e6616dd9cb9,Atlanta,Active,4,9.3
cf31bf66-106f-423a-b49a-0213e5ab8ca9,Stacey,Mcgee,stacey.mcgee@insighthub-internal.com,491.748.1649x74475,Customer Support,Senior Support Specialist,2014-01-03,69000,61d04f7d-1ee6-4d83-a323-f2d1805e2523,Austin,Active,3,12.4
b90daeb2-8fa7-48c4-aa90-a4d14241825a,Christopher,Baker,christopher.baker@insighthub-internal.com,635.293.4478x6804,Finance,Senior Financial Analyst,2023-03-03,84000,64cdeda9-851b-45d1-b5b4-c0f1bccbfbe7,San Francisco,Terminated,2,3.3
26326d38-6a5d-4abd-96bc-90afe967efc0,Jeffrey,Mclean,jeffrey.mclean@insighthub-internal.com,(494)723-5917,Engineering,Engineering Manager,2019-03-22,167000,e7560864-e38d-4c3d-babe-c40bd1151599,Remote,Terminated,2,7.2
867dfa05-8eb8-47c8-937a-f9275e00bc77,Tyler,Gillespie,tyler.gillespie@insighthub-internal.com,446-365-9843x6499,Marketing,Marketing Analyst,2019-05-20,92000,935783ee-4a8f-4469-a2ee-4c6bb9d66c9c,Remote,Active,3,7.0
c9e4647c-4b5a-4663-98c3-a0df2bbdd544,Michelle,Greene,michelle.greene@insighthub-internal.com,001-605-991-0656x40657,Sales,Account Executive,2025-06-14,115000,f4aea251-4ec2-4fb3-b7eb-3b44ff459319,Atlanta,Active,4,1.0
d27fe856-8c2b-43f5-9ce2-28fb40c06c05,Alexis,Carpenter,alexis.carpenter@insighthub-internal.com,001-210-222-0327x390,Customer Support,Senior Support Specialist,2015-04-20,63000,e7560864-e38d-4c3d-babe-c40bd1151599,New York,Active,4,11.1
3a7f2601-f6fe-4832-a5c7-7ed1ad5e6ce9,Jessica,Roberts,jessica.roberts@insighthub-internal.com,335.798.1125,Operations,Director of Operations,2024-11-01,86000,1f21ede9-db19-40b8-a081-b53b07a3b63b,Chicago,Active,1,1.6
280e2759-a415-42aa-9236-df3957d46c65,Kristopher,Rubio,kristopher.rubio@insighthub-internal.com,377-346-8625x0101,Customer Support,Support Team Lead,2024-01-04,67000,f85f50eb-aa6e-4c4d-818e-62450aa9916d,Austin,On Leave,4,2.4
99087688-ef83-4bfe-b2ca-b7e966dd3bb9,Martha,Smith,martha.smith@insighthub-internal.com,948.847.4360x91540,Engineering,Staff Engineer,2025-10-05,165000,61d04f7d-1ee6-4d83-a323-f2d1805e2523,Chicago,Active,5,0.7
da809fef-9433-4be5-9c73-56c28a5986a2,Tara,Nelson,tara.nelson@insighthub-internal.com,+1-397-647-0533x20122,Engineering,Staff Engineer,2024-06-11,124000,e9d1dc6b-b16e-4b5f-bc71-608e46901d43,New York,Active,1,2.0
1f67b198-5006-4a27-a669-b2156949a704,Frederick,Grant,frederick.grant@insighthub-internal.com,3229453198,Sales,Sales Manager,2024-05-06,63000,e9d1dc6b-b16e-4b5f-bc71-608e46901d43,San Francisco,Active,4,2.1
a0eb1bf9-d53d-4ddb-8da7-336bc18f4aec,Erik,Lee,erik.lee@insighthub-internal.com,(416)305-2086x7323,Engineering,Senior Software Engineer,2022-01-10,108000,e85ee363-0307-405e-b0a9-feeff9a9b10d,Seattle,Active,3,4.4
1c7f5a59-5a7d-4832-a4db-7e1c8a772bf7,Sheri,Mcdonald,sheri.mcdonald@insighthub-internal.com,001-984-230-0116x46956,Sales,Sales Manager,2024-12-02,98000,dc2f5647-ae43-42bc-a22e-2e6616dd9cb9,Chicago,Active,5,1.5
57fe3301-fb89-4b59-8314-4386d526f991,Amanda,Choi,amanda.choi@insighthub-internal.com,207-720-8091x57106,Operations,Operations Analyst,2016-04-25,68000,1f21ede9-db19-40b8-a081-b53b07a3b63b,Austin,Active,5,10.1
0cae655b-ff25-469b-897e-8ff04e53ed50,Phillip,Reynolds,phillip.reynolds@insighthub-internal.com,+1-556-696-7276x2031,Sales,Sales Representative,2014-07-26,107000,61d04f7d-1ee6-4d83-a323-f2d1805e2523,Remote,Active,5,11.9
b1e6da47-6da0-47d7-819f-cdabdedfac6e,Molly,Velazquez,molly.velazquez@insighthub-internal.com,+1-963-504-4810,Engineering,Software Engineer,2016-05-19,137000,909edffb-a072-4476-b02a-0beac6ebf5fa,New York,On Leave,2,10.0
74cec294-9f1f-409f-ad57-05d0f8123710,Cristina,Alexander,cristina.alexander@insighthub-internal.com,840-891-5360x002,Customer Support,Support Specialist,2023-10-26,59000,3041207d-d7af-4130-bee6-2d271e81b371,Austin,Active,4,2.6
3d9eb278-1413-43ad-ae05-c86f2d1bf4f8,Paul,Castaneda,paul.castaneda@insighthub-internal.com,+1-447-380-4717x1433,Engineering,Senior Software Engineer,2017-10-21,146000,e2f5f94e-cf7a-466f-8e6e-5b12a29744a4,New York,Active,4,8.6
5cc30eff-2dfe-449c-bca1-36f35b3dd7d9,Douglas,Berg,douglas.berg@insighthub-internal.com,545-646-2663x3069,Engineering,Staff Engineer,2017-10-30,144000,935783ee-4a8f-4469-a2ee-4c6bb9d66c9c,San Francisco,Active,3,8.6
89602149-9a8b-410b-8d72-2bd48b178365,Ethan,Jacobson,ethan.jacobson@insighthub-internal.com,001-459-484-9803x50229,Engineering,Engineering Manager,2023-08-31,159000,9d6bfac9-163c-4765-89b1-d20ce65da408,Boston,On Leave,5,2.8
ae0ecde1-d11e-4f8b-b001-11f103da077a,Karen,Tate,karen.tate@insighthub-internal.com,937.520.2032x760,Customer Support,Senior Support Specialist,2016-10-02,74000,a3c18000-6f5c-4c35-94f0-b7d07c31c103,Atlanta,Active,5,9.7
a8adc112-4340-44da-837b-415b2a59bc0e,Patrick,Morris,patrick.morris@insighthub-internal.com,864.220.7092x1758,Sales,Sales Representative,2016-08-25,95000,a3c18000-6f5c-4c35-94f0-b7d07c31c103,Remote,Active,5,9.8
aec2e449-80fa-417b-b520-69b2b2659b23,Isaiah,Fletcher,isaiah.fletcher@insighthub-internal.com,(955)486-0604,Customer Support,Support Specialist,2019-09-01,63000,909edffb-a072-4476-b02a-0beac6ebf5fa,Boston,Active,5,6.8
ccbc3300-418c-4ac0-ba21-706ef74a1a85,John,Gray,john.gray@insighthub-internal.com,001-414-797-8196x1115,Marketing,Marketing Director,2024-03-21,82000,9f1dc477-c3fa-4e40-a3c6-e01a34744e6d,New York,Active,1,2.2
c787c6da-f421-458d-b9b2-1473baa8f068,Lori,Harvey,lori.harvey@insighthub-internal.com,912-739-2991x5725,Operations,Operations Manager,2025-09-13,61000,7c96b3bd-730a-4a9e-b546-b95ec3ceee3e,San Francisco,Active,4,0.7
db6a393b-bd96-4fd8-8798-b7122ec30ea5,Michael,Martin,michael.martin@insighthub-internal.com,+1-713-839-6436,Customer Support,Senior Support Specialist,2016-12-02,50000,a3c18000-6f5c-4c35-94f0-b7d07c31c103,New York,Active,4,9.5
7e5482d5-6b1b-43d4-bb43-69f53cb8906a,Rhonda,Warren,rhonda.warren@insighthub-internal.com,652-458-1282x24116,Sales,Sales Manager,2019-07-20,66000,9f1dc477-c3fa-4e40-a3c6-e01a34744e6d,Chicago,Active,5,6.9
c78097e7-1648-4531-8a60-d3f35c32a39a,Joshua,Wells,joshua.wells@insighthub-internal.com,001-935-506-4737x8213,Finance,Controller,2014-08-10,130000,9cce7d01-708e-472c-824a-ee69d849cde0,Chicago,Terminated,4,11.8
7511c07f-f09f-468c-85cc-a2b89dd43258,Stephen,Taylor,stephen.taylor@insighthub-internal.com,416.701.3625,Sales,Sales Representative,2020-08-19,114000,9cce7d01-708e-472c-824a-ee69d849cde0,Seattle,Active,2,5.8
eeab1704-3454-4751-8133-380209b80e3e,Manuel,Ward,manuel.ward@insighthub-internal.com,531-361-2616x382,Sales,Account Executive,2020-07-16,116000,3041207d-d7af-4130-bee6-2d271e81b371,Austin,Active,4,5.9
f049a30f-3b8c-4718-8102-9056c85a742e,Richard,Smith,richard.smith@insighthub-internal.com,943.788.9019,Sales,Sales Representative,2016-04-28,71000,14a42899-a35f-4e8a-8019-63a30e074822,Atlanta,Active,2,10.1
d9632c99-d2db-43fb-b264-2f9a06e38878,Jacob,Gentry,jacob.gentry@insighthub-internal.com,829-851-9325x695,Customer Support,Support Team Lead,2014-01-29,67000,9cce7d01-708e-472c-824a-ee69d849cde0,New York,Active,4,12.3
896cd21e-6628-4374-b135-8cfccf2fdc7a,Megan,Cohen,megan.cohen@insighthub-internal.com,647-672-3735,Customer Support,Senior Support Specialist,2025-08-18,60000,f85f50eb-aa6e-4c4d-818e-62450aa9916d,San Francisco,Active,1,0.8
351680b3-6e7a-4627-b0d4-1ae159407a70,Sharon,Smith,sharon.smith@insighthub-internal.com,(823)489-5456x235,Operations,Operations Analyst,2021-03-12,56000,dc2f5647-ae43-42bc-a22e-2e6616dd9cb9,Atlanta,Active,4,5.2
48226358-596d-4503-aa06-44c726399dab,Ashley,Wood,ashley.wood@insighthub-internal.com,509.329.9082,Customer Support,Support Team Lead,2019-07-20,56000,14a42899-a35f-4e8a-8019-63a30e074822,Chicago,Active,4,6.9
ede49546-aae5-46be-9736-73e01cd5718a,Rebecca,Collins,rebecca.collins@insighthub-internal.com,5989285621,HR,HR Manager,2014-01-21,70000,909edffb-a072-4476-b02a-0beac6ebf5fa,Boston,Active,2,12.4
611fe382-34d4-45b6-9747-571dbd4931d3,Monica,Davis,monica.davis@insighthub-internal.com,+1-406-782-6561x63637,Customer Support,Support Specialist,2020-04-15,43000,22e8d4b7-bb2e-4be6-8055-0ff62cc29846,Boston,Active,3,6.1
ce330cd8-b03f-4c6e-8a4f-73c59e339681,Cristina,Byrd,cristina.byrd@insighthub-internal.com,001-879-339-0900x678,Customer Support,Support Team Lead,2017-05-08,74000,935783ee-4a8f-4469-a2ee-4c6bb9d66c9c,Chicago,Active,4,9.1
c4d63389-fe97-45b1-9a95-be3a758bf224,Robert,Hall,robert.hall@insighthub-internal.com,451.946.0369,Sales,Sales Representative,2017-03-31,64000,3041207d-d7af-4130-bee6-2d271e81b371,Austin,Active,3,9.2
b90a0b30-360b-4566-ae8a-09c012c62e08,Allison,George,allison.george@insighthub-internal.com,759.207.5782x5045,HR,HR Coordinator,2025-07-20,90000,f85f50eb-aa6e-4c4d-818e-62450aa9916d,Remote,Terminated,4,0.9
697d9935-4826-4b19-b17c-35e11b81d29f,Juan,Parker,juan.parker@insighthub-internal.com,+1-397-824-1213x79207,Engineering,Engineering Manager,2014-03-05,168000,1f21ede9-db19-40b8-a081-b53b07a3b63b,Boston,Active,2,12.2
b2a53368-f570-45f0-8424-903c049f737d,Cheryl,Hunter,cheryl.hunter@insighthub-internal.com,(843)754-6143x5654,Finance,Senior Financial Analyst,2025-01-06,122000,e7560864-e38d-4c3d-babe-c40bd1151599,Remote,Active,4,1.4
cd854d5d-e8a0-4a1b-b90d-bb8983718998,Christopher,Blair,christopher.blair@insighthub-internal.com,688-893-6603x7113,Finance,Financial Analyst,2024-03-06,136000,a272a08e-8815-4ef7-8c46-60003b0a0272,Atlanta,Active,3,2.2
5bcf9e09-d6db-45ac-9c04-ac77ab90ccec,John,Nelson,john.nelson@insighthub-internal.com,529-385-8258x420,Sales,Sales Representative,2020-01-17,82000,a272a08e-8815-4ef7-8c46-60003b0a0272,Remote,Active,3,6.4
3c1e3547-6052-42e7-9a7a-fdf776b4504f,Erica,Clark,erica.clark@insighthub-internal.com,8218590410,Marketing,Marketing Director,2014-12-25,87000,a3c18000-6f5c-4c35-94f0-b7d07c31c103,Seattle,Active,4,11.4
3ca8706e-d73b-40ad-aee3-450acc97782f,Tracy,Collier,tracy.collier@insighthub-internal.com,273-695-3666,Engineering,Staff Engineer,2022-05-14,163000,e9d1dc6b-b16e-4b5f-bc71-608e46901d43,New York,Active,3,4.1
12fbd6e0-c420-4e71-91c4-e1b788be892a,Kyle,Lopez,kyle.lopez@insighthub-internal.com,754.519.2700x665,Engineering,Staff Engineer,2026-05-15,116000,2754173a-63e9-42e2-b8a0-34eb11fac013,Austin,Active,4,0.1
e722b353-56ba-4b7b-9b25-a431542fbbdc,Angela,Young,angela.young@insighthub-internal.com,292.298.9756x4475,Sales,Account Executive,2021-06-15,72000,22e8d4b7-bb2e-4be6-8055-0ff62cc29846,Atlanta,Active,4,5.0
30b50c87-c994-46e6-a5a8-d0c2fc3fa1b2,Shane,Rocha,shane.rocha@insighthub-internal.com,949.775.3139,Finance,Finance Manager,2016-04-01,124000,f85f50eb-aa6e-4c4d-818e-62450aa9916d,Chicago,Active,3,10.2
ea4cca70-f978-4a58-8f16-a9ea3c9bd4a4,Christopher,Wilson,christopher.wilson@insighthub-internal.com,942.295.6778x40152,Customer Support,Senior Support Specialist,2026-02-02,56000,3041207d-d7af-4130-bee6-2d271e81b371,Austin,Active,5,0.3
7ced4cf7-ca46-4d83-81d2-7ec79f178cf5,Jason,Chavez,jason.chavez@insighthub-internal.com,774.985.7528x0346,HR,HR Manager,2021-07-31,71000,8ed82332-9b5d-49ec-8ee7-49262c739ffc,Remote,Active,2,4.8
2e58ee2b-0ed0-42fe-a5cd-6f3bd13e0bc8,Susan,Barker,susan.barker@insighthub-internal.com,(912)495-0834x74116,HR,HR Manager,2014-09-23,71000,3041207d-d7af-4130-bee6-2d271e81b371,New York,Active,3,11.7
f2eb8e20-48f2-4213-b12c-505836356350,Craig,Farrell,craig.farrell@insighthub-internal.com,471.644.5633x746,Engineering,Staff Engineer,2025-03-23,118000,14a42899-a35f-4e8a-8019-63a30e074822,Seattle,Active,5,1.2
ebeaa0f3-2d0a-406c-bfb4-3c2f16ff38a3,Stephen,Conley,stephen.conley@insighthub-internal.com,334.475.3321,Customer Support,Support Specialist,2020-12-27,63000,e2f5f94e-cf7a-466f-8e6e-5b12a29744a4,San Francisco,Active,4,5.4
30064de7-c40a-4899-9682-80f3fa7089ef,Linda,Phillips,linda.phillips@insighthub-internal.com,757-615-4069x059,Customer Support,Senior Support Specialist,2025-12-18,46000,e9d1dc6b-b16e-4b5f-bc71-608e46901d43,Remote,Active,1,0.5
c7b546d5-3eae-4e4a-a65c-3bdb44cb6499,Jeffrey,King,jeffrey.king@insighthub-internal.com,+1-792-716-1840x211,Engineering,Senior Software Engineer,2014-09-04,112000,8ed82332-9b5d-49ec-8ee7-49262c739ffc,San Francisco,Active,5,11.7
c7d85f1f-3a97-4979-9336-d142051c422d,Caitlin,Rose,caitlin.rose@insighthub-internal.com,(325)675-5196x710,Marketing,Marketing Analyst,2022-02-01,83000,9f1dc477-c3fa-4e40-a3c6-e01a34744e6d,San Francisco,Active,3,4.3
